Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Preciomediorural,Valorproduccion
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),83,83,0,5618,67.69,8212.15,46135856.04
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,50,50,0,760.75,15.22,6833.33,5198455.8
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,26,26,0,770.71,29.64,625,481690.63
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,9270000,Zanahoria,30,30,0,680,22.67,3050,2074000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,80,80,0,1017.6,12.72,625,636000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,15,15,0,4,0.27,8520,34080
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,8400,8400,0,66108,7.87,862.76,57035338.08
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,5343,5343,0,2760.55,0.52,4073.73,11245735.35
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,50,50,0,350,7,686.25,240187.5
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,1080,1080,0,102890,95.27,757.3,77918597
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,12,12,0,182.28,15.19,15020,2737845.6
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7010000,Granada,1,1,0,6,6,13099.62,78597.71
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,1,1,0,4,4,5000,20000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7920000,Nopalitos,28,28,0,1000,35.71,6000,6000000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,146.7,96.7,0,198.25,2.05,36600,7255950
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,60,53,0,579,10.92,11189.12,6478501.23
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,150,150,0,9975,66.5,645,6433875
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,2,Temporal,200201,Tonelada,5050000,Agave,8,0,0,0,,,0
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,2,Temporal,200201,Tonelada,9120000,Tuna,34,34,0,146,4.29,3400,496400
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,450,450,0,3528,7.84,420,1481760
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,450,450,0,10890,24.2,635,6915150
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,30,30,0,420,14,6887.78,2892867.6
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,15,15,0,240,16,4350,1044000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,10,10,0,170,17,6817.5,1158975
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,20,20,0,410,20.5,6420,2632200
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,5010000,Acelga,10,10,0,191.2,19.12,4323.04,826565.25
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,70,70,0,915,13.07,1050,960750
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,2.5,2.5,0,36,14.4,2530,91080
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,60,60,0,700,11.67,4200,2940000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,35,35,0,650,18.57,4281.39,2782906.59
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,11,11,0,99.99,9.09,2375,237476.25
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,73,73,0,1274.29,17.46,8852.28,11280369.18
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,15,15,0,100,6.67,3000,300000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),10,10,0,250,25,2700,675000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,6330000,Coliflor,25,25,0,315,12.6,4358.33,1372873.95
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,5,5,0,12.5,2.5,10400,130000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,7330000,Lechuga,25,25,0,560,22.4,3708.93,2077000.8
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,1000,1000,0,59000,59,706.61,41689990
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,160,160,0,1237.38,7.73,3078.01,3808663.81
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,5,5,0,82.89,16.58,3099.91,256951.25
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,25,25,0,1155,46.2,675,779625
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),96,96,0,3510,36.56,6054.61,21251694.5
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,90,90,0,1945.5,21.62,3357.67,6532350
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,1,Riego,200201,Tonelada,9270000,Zanahoria,18,18,0,450,25,3200,1440000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,60,60,0,763.2,12.72,680,518976
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,15,15,0,7.95,0.53,10221.7,81262.52
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,2570,2570,0,25700,10,836.07,21486999
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1827,1827,0,956.13,0.52,5041.98,4820788.34
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,5,5,0,20,4,620,12400
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,310,310,0,28055,90.5,763.16,21410453.8
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,1,1,0,14.25,14.25,14905,212396.25
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,7,7,0,50.4,7.2,31800,1602720
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,13.5,13.5,0,29.7,2.2,36620,1087614
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,26,24,0,248,10.33,9854.03,2443799.38
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,25,25,0,1650,66,655,1080750
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,2,Temporal,200201,Tonelada,9120000,Tuna,38,38,0,150,3.95,3400,510000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,220,220,0,1672,7.6,425,710600
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,180,180,0,4320,24,630,2721600
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,6,6,0,110,18.33,3440,378400
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,78,78,0,1530.36,19.62,4262.87,6523725.73
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,6,6,0,67.02,11.17,8356.83,560074.75
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,450,450,0,24400,54.22,712.04,17373776
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,150,150,0,957.54,6.38,3555.74,3404767.66
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),15,15,0,239.74,15.98,7188.32,1723326.65
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,15,15,0,272,18.13,6200,1686400
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,30,30,0,381.6,12.72,680,259488
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,200,200,0,80,0.4,8935.63,714850.4
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,8947,8947,0,82090,9.18,753.45,61850710.5
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,6034,6034,0,2574.51,0.43,4949.99,12743808
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,140,140,0,12600,90,748.61,9432486
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,1.5,1.5,0,3.08,2.05,36550,112574
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,6,6,0,84,14,14000,1176000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,2,2,0,132,66,645,85140
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Perennes,2,Temporal,200201,Tonelada,9120000,Tuna,25,25,0,100,4,3400,340000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,350,350,0,2625,7.5,425,1115625
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,320,320,0,7616,23.8,847.16,6451970.56
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,80,80,0,1320,16.5,5458.92,7205774.4
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,35,35,0,595,17,5165.02,3073186.9
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,30,30,0,1170,39,4197.54,4911121.8
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,60,60,0,1147.8,19.13,666.39,764882.44
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,140,140,0,2422,17.3,5705.84,13819544.48
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,40,40,0,445,11.13,4281.39,1905220.66
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,15,15,0,115,7.67,3000,345000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,89.5,89.5,0,1703,19.03,10066.94,17144004.86
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,25,25,0,260,10.4,3150,819000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,6610000,Elote,150,150,0,2190,14.6,3384.42,7411879.8
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,6670000,Espinaca,35,35,0,680,19.43,3850,2618000
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,10,10,0,17,1.7,14144.12,240450.04
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,1650,1650,0,90000,54.55,732.07,65886300
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,220,220,0,1800.39,8.18,3437.88,6189523.89
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,25,25,0,1040,41.6,642.62,668324.8
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),140.9,140.9,0,36783.55,261.06,11795.51,433880595.3
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,40,40,0,500,12.5,3745.2,1872600
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,1,Riego,200201,Tonelada,9270000,Zanahoria,38,38,0,700,18.42,3064.29,2145003
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,50,50,0,636,12.72,690,438840
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,11,11,0,11,1,10070,110770
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,2200,2200,0,19800,9,807.67,15991866
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,410,410,0,196.8,0.48,4580.02,901347.94
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,100,100,0,9089,90.89,754.42,6856923.38
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,40,40,0,288,7.2,35797.5,10309680
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,79,0,0,0,,,0
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,45,40,0,400,10,11524.71,4609885
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Perennes,2,Temporal,200201,Tonelada,9120000,Tuna,15,15,0,60,4,3390,203400
2025,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,5,5,0,36,7.2,420,15120
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,60,60,0,1441,24.02,650,936650
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,30,30,0,480,16,5000,2400000
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,5,5,0,82.5,16.5,6544.77,539943.53
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),15,15,0,352.5,23.5,7000,2467500
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,6,6,0,16,2.67,8550,136800
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,40,40,0,770,19.25,8000,6160000
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,22,22,0,445,20.23,8156.84,3629795.75
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,6610000,Elote,55,55,0,1070,19.45,2700.93,2889995.1
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,120,120,0,7744.8,64.54,732.83,5675621.78
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,30,30,0,221.51,7.38,3777.38,836726.72
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,6,6,0,240.99,40.17,6800,1638732
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),96,96,0,32095.03,334.32,16006.58,513731704
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,10,10,0,164,16.4,5137.38,842530.32
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,5,5,0,4,0.8,10000,40000
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,8,8,0,3.04,0.38,9393.75,28557
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,650,650,0,7150,11,889.98,6363357
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,130,130,0,75.87,0.58,5147.59,390547.57
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,170,170,0,1709.78,10.06,690,1179744.75
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,55.85,55.85,0,726.05,13,15800,11471590
2025,1,Aguascalientes,1,Aguascalientes,2,Calvillo,3,Calvillo,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,20,20,0,1650,82.5,780.17,1287280.5
